IDEN;HOJA;MUNICIPIO;SITIO;NOMBRE;LAT;LON;PROP;CONST;PERF;ENTU;NIVEL;FENIV;GASTO;COTA;ND;DIAM1;REG;DIAM2;PBOMBEO;EPOZO;NORTE;ESTE;ACT_MASTER
AR6158558A;6646;0601;LA QUINTA HDA PTA LARGA;;100912.0;673438.0;ISMAEL FRANCO;79.0;120.0;120.0;22.0;270789;40.0;425.0;;18.0;;10.0;;;1122719.57;655877.72;1994-01-18
AR6158100A;6646;0601;MAGDALENO LA CHIGUEREÑA;;100912.0;673505.0;MANUEL RODRIGUEZ;377.0;120.0;120.0;11.21;240877;;;;;;12.0;;;1122715.98;655055.88;1994-01-18
AR6158752A;6646;0601;PALO NEGRO HDA LAS VEGAS;;100913.0;673238.0;MARTIN BRAVO;;100.0;100.0;;;12.0;426.0;;17.0;;12.0;;;1122766.47;659530.28;1994-01-18
AR6158108A;6646;0601;LA QUINTA HDA PUNTA LARGA;;100913.0;673414.0;ISMAEL FRANCO;;80.0;80.0;16.9;250877;8.0;;45.0;;;8.0;;;1122753.5;656608.12;1994-01-18
AR6158556A;6646;0601;LA QUINTA HDA PTA LARGA;;100913.0;673416.0;ISMAEL FRANCO;82.0;110.0;110.0;18.0;270789;18.0;425.0;;17.0;;12.0;;;1122753.23;656547.25;1994-01-18
AR6158763A;6646;0601;LAS VEGAS;;100914.0;673250.0;MANUEL LEON;78.0;100.0;100.0;27.0;;40.0;425.0;;26.0;;16.0;;;1122795.56;659164.87;1994-01-18
AR6158583A;6646;0601;CHIGUIRERA PARC LOS MANGOS;;100914.0;673602.0;MANUEL RODRIGUEZ CAS;80.0;120.0;120.0;18.0;070889;22.0;405.0;46.0;16.0;;12.0;;;1122769.91;653320.61;1994-01-18
AR6158773A;6646;0401;TURAGUA HARAS STA CRUZ;;100915.0;673115.0;ADMINIST LA MONGOLIA;76.0;47.0;47.0;;;;433.0;;26.0;;16.0;;;1122839.33;662056.47;1994-01-18
AR6158764A;6646;0601;EL PALMAR GORRINERA PINO 2044;;100915.0;673308.0;PEDRO MARTINEZ;68.0;160.0;160.0;28.0;;45.0;425.0;;26.0;;16.0;;;1122823.84;658616.83;1994-01-18
AR6158102A;6646;0601;LA QUINTA HDA PUNTA LARGA V557;;100915.0;673438.0;ISMAEL FRANCO;59.0;100.0;100.0;18.0;250877;25.0;;21.0;;;12.0;;x;1122811.74;655877.32;1994-01-18
AR6158777A;6646;0401;EL MAHOMO STA CRUZ DE ARAGUA;;100916.0;673024.0;RAFAEL LACHICA MARIN;70.0;40.0;40.0;10.0;    72;10.0;436.0;15.0;12.0;;4.0;;;1122877.15;663608.75;1994-01-18
AR6158778A;6646;0401;EL MAHOMO STA CRUZ DE ARAGUA;;100918.0;673033.0;DOMINGO HERRERA;67.0;117.0;117.0;;;;436.0;;14.0;;8.0;;;1122937.34;663334.51;1994-01-18
AR6158743A;6646;0601;PALO NEGRO HDA MAMON MACHO;;100918.0;673145.0;RAFAEL DIAZ MARTINEZ;;120.0;120.0;;;;432.0;;24.0;;16.0;;;1122927.35;661142.87;1994-01-18
AR6158742A;6646;0601;PALO NEGRO HDA MAMON MACHO;;100918.0;673208.0;RAFAEL DIAZ MARTINEZ;;100.0;100.0;;;;429.0;;22.0;;12.0;;;1122924.19;660442.77;1994-01-18
AR6158104A;6646;0601;LA QUINTA HDA PUNTA LARGA;RED;100918.0;673453.0;ISMAEL FRANCO;72.0;150.0;150.0;17.8;250877;100.0;;35.0;;;14.0;;x;1122901.9;655420.34;1994-01-18
AR6158557A;6646;0601;LA QUINTA HDA PTA LARGA;;100919.0;673428.0;ISMAEL FRANCO;82.0;120.0;120.0;18.0;270789;65.0;426.0;;17.0;;12.0;;;1122935.96;656181.17;1994-01-18
AR6158052A;6646;0601;PALO NEGRO HDA MAMON MACHO;;100920.0;673100.0;ANTONIO MARTIN V-683;;102.0;102.0;;270374;65.0;437.31;35.6;;;;;;1122995.02;662512.36;1994-01-18
AR6158143N;6646;0601;LAS VEGAS;;100920.0;673245.0;MARNR;1181.0;93.3;65.6;13.7;    89;;426.0;;;;;;X;1122980.57;659316.24;1995-04-06
AR6158027A;6646;0601;LA QUINTA V-542;;100920.0;673415.0;RAFAEL DIAZ M;67.0;105.5;105.0;15.74;260374;40.0;480.0;15.0;;;12.0;;;1122968.42;656576.74;1994-01-18
AR6158101A;6646;0601;MAGDALENO LA CHIGUAREÑA;;100920.0;673613.0;MANUEL RODRIGUEZ;70.0;110.0;70.0;8.6;240877;;;;;;10.0;;;1122952.8;652984.99;1994-01-18
AR6158073A;6646;0601;LAS VEGAS;;100922.0;673250.0;MANUEL LEON LEON;;115.0;115.0;12.5;260374;35.0;428.63;17.5;;;10.0;;;1123041.34;659163.77;1994-01-18
AR6158765A;6646;0601;LAS VEGASHDA EL TRIANGULO;;100924.0;673313.0;ISMAEL FRANCO;76.0;120.0;120.0;28.0;;;427.0;;26.0;;16.0;;;1123099.66;658463.4;1994-01-18
AR6158547A;6646;0601;CHIQUIRERA HDA BRISAS DEL LAGO;;100924.0;673527.0;JOSE LUIS GONZALES;69.0;100.0;100.0;25.0;250789;10.0;418.0;;14.0;;8.0;;;1123081.73;654384.62;1994-01-18
AR6158097A;6646;0601;LA HUERFANA PARC LA CHIGUERERA;;100925.0;673558.0;ELIO PEREZ ORTEGA;973.0;100.0;100.0;12.07;240877;40.0;;;;;12.0;;;1123108.37;653440.9;1994-01-18
AR6158751A;6646;0601;PALO NEGRO HDA LA COSMERA 2;;100927.0;673241.0;NELSON DIAZ MARTINEZ;;100.0;100.0;;;;427.0;;17.0;;12.0;;;1123196.17;659437.03;1994-01-18
AR6158545A;6646;0601;LA QUINTA HDA PTA LARGA;;100927.0;673406.0;ISMAEL FRANCO;77.0;120.0;120.0;25.0;250789;28.0;;54.0;17.0;;12.0;;;1123184.68;656849.74;1994-01-18
AR6158049A;6646;0601;PALO NEGRO LAS MATAS V-681;;100928.0;673313.0;IAN;;;;7.5;270374;10.0;427.78;;;;;;;1123222.54;658462.85;1994-01-18
AR6158783A;6646;0401;EL MAHOMO PARC Nº 21;;100930.0;673019.0;CAMILO DIAZ MEZA;83.0;90.0;90.0;20.0;    83;14.0;429.0;40.0;14.0;;8.0;;;1123307.97;663758.97;1994-01-18
AR6158811A;6646;0401;STA CRUZ GJA LA CARIDAD;;100930.0;673123.0;JUAN CURVELO PEREZ;;70.0;70.0;;;;432.0;;12.0;;6.0;;;1123299.06;661810.86;1994-01-18
AR6158048A;6646;0601;PALO NEGRO HDA MAMON MACHO;;100930.0;673215.0;ANTONIO MARTIN;;;;;280374;60.0;438.16;30.3;;;16.0;;;1123291.89;660228.03;1994-01-18
AR6158141A;6646;1502;LA HUERFANA PARC LA CHIGUERERA;;100930.0;673535.0;JUAN BERGARA;70.0;100.0;100.0;18.92;290678;;;;;;10.0;;;1123265.0;654140.32;1994-01-18
AR6158553A;6646;0601;LA LAGUNA GUASIMOPANDO;;100930.0;673616.0;MIGUEL RODRIGUEZ;80.0;100.0;100.0;16.0;270789;25.0;408.0;;;;14.0;;;1123259.62;652892.35;1994-01-18
AR6158807A;6646;0401;STA CRUZ DE ARAGUA GJA MAR-LOM;;100931.0;673119.0;FRANCISCO LOMERARDO;;40.0;40.0;;;;432.0;;12.0;;6.0;;;1123330.33;661932.48;1994-01-18
AR6158542A;6646;0601;HDA LA QUINTA;;100931.0;673406.0;RAMON LUGO;63.0;120.0;120.0;30.0;250789;4.0;;;17.0;;12.0;;;1123307.56;656849.2;1994-01-18
AR6158546A;6646;0601;CHIQUIRERA HDA BRISAS DEL LAGO;;100931.0;673524.0;JOSE LUIS GONZALES;69.0;120.0;120.0;25.0;250789;15.0;418.0;49.0;14.0;;8.0;;;1123297.18;654475.01;1994-01-18
AR6158543A;6646;0601;LA QUINTA LA BARTOLERA;;100932.0;673425.0;OSCAR LUGO;59.0;50.0;50.0;12.0;250789;;421.0;;12.0;;6.0;;;1123335.74;656270.73;1994-01-18
AR6158810A;6646;0401;STA CRUZ GJA CARONI CA;;100933.0;673117.0;CARINI C.A.;;40.0;40.0;;;;433.0;;12.0;;6.0;;;1123392.05;661993.08;1994-01-18
AR6158745A;6646;0601;PALO NEGRO HDA MAMON MACHO;;100934.0;673130.0;RAFAEL DIAZ MARTINEZ;;100.0;100.0;;;;432.0;;22.0;;12.0;;;1123420.98;661597.23;1994-01-18
AR6158551A;6646;0601;LA LAGUNA GUASIMOPANDO;;100936.0;673544.0;DOMINGO PEREZ;;120.0;120.0;20.0;270187;20.0;418.0;;18.0;;12.0;;;1123448.15;653865.58;1994-01-18
AR6158809A;6646;0401;TURAGUA GJA MOTO-TURAGUA;;100937.0;673125.0;PABLO NOTO;;30.0;30.0;;;;432.0;;12.0;;4.0;;;1123513.84;661749.0;1994-01-18
AR6158544A;6646;0601;LA QUINTA LA BARTOLERA;;100937.0;673432.0;OSCAR LUGO;;135.0;135.0;20.0;250789;;421.0;;17.0;;12.0;;;1123488.41;656056.99;1994-01-18
AR6158749A;6646;0601;PALO NEGRO HDA LA COSMERA;;100938.0;673245.0;EMILIANO SALAS;;120.0;120.0;;;22.0;426.0;;17.0;;10.0;;;1123533.57;659313.77;1994-01-18
AR6158779A;6646;0401;EL MAHOMO STA CRUZ DE ARAGUA;;100939.0;673021.0;CAMILO DIAZ MEZA;69.0;120.0;120.0;30.0;    69;25.0;;40.0;17.0;;10.0;;;1123584.19;663696.82;1994-01-18
AR6158808A;6646;0401;STA CRUZ INDUST SELLO ARAGUA;;100939.0;673124.0;INDUST SELLO ARAGUA;;40.0;40.0;;;;432.0;;12.0;;6.0;;;1123575.42;661779.16;1994-01-18
AR6158781A;6646;0401;STA CRUZ ZONA INDUSTRIAL;;100940.0;673005.0;ALCONCA C.A.;79.0;100.0;100.0;;;;470.0;;14.0;;8.0;;;1123617.16;664183.7;1994-01-18
AR6158053A;6646;0601;PALO NEGRO HDA MAMON MACHO;;100940.0;673130.0;ANTONIO MARTIN V-531;;90.0;90.0;11.53;280374;30.0;437.14;30.47;;;16.0;;;1123605.31;661596.39;1994-01-18
AR6158552A;6646;0601;LA LAGUNA GUASIMOPANDO;;100941.0;673603.0;DOMINGO PEREZ;74.0;120.0;120.0;20.0;270789;25.0;411.0;;18.0;;12.0;;;1123599.26;653286.59;1994-01-18
AR6158072A;6646;0601;HDA LA QUINTA;;100942.0;673445.0;RAMON LUGO;1172.0;;;23.74;260374;;424.4;;;;17.0;;;1123640.29;655660.62;1994-01-18
AR6158816A;6646;0401;COCHINERA LA ABUELA STA CRUZ;;100943.0;673122.0;JOSE AVALO;;40.0;40.0;;;;430.0;;12.0;;6.0;;;1123698.59;661839.48;1994-01-18
AR6158750A;6646;0601;PALO NEGRO HDA LA COSMERA;;100944.0;673244.0;EMILIANO SALAS;;120.0;120.0;;;;428.0;;26.0;;16.0;;;1123718.04;659343.38;1994-01-18
AR6158554A;6646;0601;LA CHIGUIRERA LA LAGUNA;;100944.0;673549.0;ALGIMIRO ALVAREZ;79.0;140.0;140.0;16.0;270789;25.0;412.0;;;;12.0;;;1123693.26;653712.33;1994-01-18
AR6158815A;6646;0401;STA CRUZ GJA CANTARALIA;;100945.0;673125.0;OCTAVIO PEREZ;;40.0;40.0;;;;431.0;;12.0;;6.0;;;1123759.62;661747.89;1994-01-18
AR6158024A;6646;0601;LAS VEGAS HDA PROPIO ESFUERZO;;100945.0;673258.0;MIGUEL BORGES P V683;56.0;86.0;86.0;9.0;  1070;35.0;431.83;;8.0;SI;8.0;;;1123746.86;658917.1;1994-01-18
AR6158028A;6646;0601;LA QUINTA HDA LA QUINTA V-546;;100945.0;673507.0;RAFAEL DIAZ M;1159.0;80.0;68.0;18.0;  1156;46.0;479.0;18.0;;;10.0;;;1123729.53;654990.58;1994-01-18
AR6158550A;6646;0601;LA LAGUNA GUASIMOPANDO;;100945.0;673555.0;JUAN M LOPEZ;1079.0;60.0;60.0;12.0;260789;10.0;416.0;;14.0;;8.0;;;1123723.19;653529.57;1994-01-18
AR6158140A;6646;1502;FCA SAN MIGUEL;;100945.0;673615.0;RAFAEL DIAZ MARTINEZ;;120.0;120.0;11.6;280678;;;;;;12.0;;;1123720.57;652920.81;1994-01-18
AR6157018A;6746;0501;ZUATA BARRIO TRES ESTRELLAS;;100947.0;672339.0;ACUERUR;363.0;60.0;42.0;12.0;200363;11.0;510.0;18.0;;;8.0;;;1123888.4;675932.42;1994-01-18
AR6158741A;6646;0601;PALO NEGRO HDA MAMON MACHO;;100948.0;673203.0;RAFAEL DIAZ MARTINEZ;;100.0;100.0;;;;432.0;;24.0;;16.0;;;1123846.54;660590.8;1994-01-18
AR6158782A;6646;0401;LA CUCHILLA PARC Nº 32;;100949.0;673022.0;INOS;86.0;100.0;100.0;;;;420.0;;17.0;;10.0;;;1123891.28;663664.97;1994-01-18
AR6158814A;6646;0401;STA CRUZ GJA CIEN PIES;;100949.0;673124.0;NOEL MOTES;;40.0;40.0;;;;432.0;;12.0;;6.0;;;1123882.64;661777.77;1994-01-18
AR6158740A;6646;0601;PALO NEGRO HDA MAMON MACHO;;100949.0;673222.0;RAFAEL DIAZ MARTINEZ;;100.0;100.0;;;;428.0;;24.0;;14.0;;;1123874.66;660012.33;1994-01-18
AR6158074A;6646;0601;LAS VEGAS HDA PROPIO ESFUERZO;;100950.0;673233.0;MIGUEL A BORGES;;90.0;90.0;;260374;;427.57;;;;;;;1123903.87;659677.37;1994-01-18
AR6258376A;6646;0601;CARRETERA MARACAY;;100950.0;673419.0;RENATO PAZ;;110.0;110.0;20.0;290788;18.0;422.6;36.0;;;;;;1123889.53;656450.93;1994-01-18
AR6158813A;6646;0401;STA CRUZ GJA VALLE NOVA;;100953.0;673126.0;NOEL MOTES;;40.0;40.0;;;;432.0;;12.0;;6.0;;;1124005.26;661716.33;1994-01-18
AR6158548A;6646;0601;LA LAGUNA HDA SN MIGUEL;;100954.0;673542.0;RAFAEL DIAZ MARTINEZ;74.0;100.0;100.0;15.0;250789;12.0;416.0;;18.0;;12.0;;;1124001.4;653924.06;1994-01-18
AR6158549A;6646;0601;LA LAGUNA HDA SN MIGUEL;;100954.0;673552.0;RAFAEL DIAZ MATINEZ;69.0;100.0;100.0;17.0;250789;18.0;416.0;;17.0;;10.0;;;1124000.08;653619.69;1994-01-18
AR6158812A;6646;0401;STA CRUZ GJA SN JUDAS TADEO;;100955.0;673126.0;NOEL MOTE;;40.0;40.0;;;;431.0;;12.0;;6.0;;;1124066.7;661716.05;1994-01-18
AR6158566A;6646;0601;LA QUINTA URB PALO NEGRO;;100955.0;673331.0;SEPUGECA CONST;84.0;90.0;90.0;28.0;310789;30.0;426.0;;18.0;;10.0;;;1124049.6;657911.27;1994-01-18
AR6158071A;6646;0601;SN MARTIN HDA SN MIGUEL V-547;;100956.0;673545.0;RAFAEL DIAZ MARTINEZ;59.0;;;;250374;;413.91;;;;10.0;;;1124062.44;653832.48;1994-01-18
AR6158774A;6646;0401;TURAGUA HARAS STA CRUZ;;100938.0;673124.0;ADMINIST LAS MONGOLI;;100.0;100.0;;;;434.0;;24.0;;14.0;;;1123544.7;661779.3;1994-01-18
AR6258377A;6646;0601;VIA GUIGUE;;100958.0;673421.0;;;90.0;90.0;20.0;290788;11.0;422.1;38.0;;;;;;1124135.04;656388.97;1994-01-18
AR6258546A;6646;0601;PALO NEGRO;;1010.0;6732.0;INOS;;140.0;140.0;;;40.0;;;;;;;;1124215.62;660680.45;1994-01-18
AR6258037A;6646;0601;PALO NEGRO HARAS INDEPENDENCIA;;101000.0;673500.0;AGUILCO MONAGAS V829;269.0;80.0;80.0;4.0;070369;50.0;411.0;12.0;;;10.0;;;1124191.28;655201.64;1994-01-18
AR6258197N;6646;1201;ASENT CAMP EL MAHOMO;RED;101019.0;673018.0;JOSE ANGEL LAMAS;1281.0;80.6;68.4;19.5;  0588;;441.0;;8.0;;2.0;;X;1124813.52;663782.48;1994-01-18
AR6258391A;6646;0601;10 DE DICIEMBRE;;101004.0;673327.0;INOS;;110.0;110.0;30.0;300788;30.0;425.0;50.0;;;;;;1124326.64;658031.8;1994-01-18
AR6158746A;6646;0601;PALO NEGRO HDA MAMON MACHO;;101006.0;673129.0;RAFAEL DIAZ MARTINEZ;;100.0;100.0;;;;439.0;;17.0;;10.0;;;1124404.23;661623.2;1994-01-18
AR6258006A;6646;0601;10 DE DICIEMBRE;;101007.0;673328.0;ACUERUR;1069.0;80.0;76.8;10.5;  1069;20.0;440.0;15.5;;;10.0;;;1124418.67;658000.95;1994-01-18
AR6158784A;6646;0401;EL MAHOMO PARC Nº 24;;101008.0;673022.0;INOS;86.0;100.0;100.0;;;;440.0;;17.0;;10.0;;;1124475.01;663662.28;1994-01-18
AR6258046A;6646;0601;SN MARTIN VIVEROS LA PICA V539;;101008.0;673417.0;STANISLAO DLUZNIEWSK;;50.0;50.0;11.38;  0370;3.0;424.68;;;;;;;1124442.79;656509.37;1994-01-18
AR6258378A;6646;0601;VIA A PALO NEGRO;;101008.0;673423.0;INOS;;100.0;100.0;26.0;290788;30.0;420.9;40.0;;;;;;1124441.99;656326.75;1994-01-18
AR6257010A;6746;1201;CAGUA INDUSTRIA INAF S A;;101010.0;672635.0;INDUSTRIA INAF S.A.;;;;;  1070;;510.0;;;SI;;;;1124568.94;670571.58;1994-01-18
AR6257009A;6746;1201;CAGUA ZONA INDUSTRIAL;;101010.0;672650.0;INDUSTRIA EXTRUVENCA;68.0;64.0;64.0;6.1;081070;17.0;512.0;25.0;18.0;;16.0;;;1124566.75;670114.99;1994-01-18
AR6258371A;6646;0601;LA QUINTA;;101012.0;673921.0;RAFAEL DIAZ;;100.0;100.0;26.0;290788;11.0;421.0;38.0;;;;;;1124526.14;647256.03;1994-01-18
AR6158747A;6646;0601;PALO NEGRO HDA MAMON MACHO;;101014.0;673151.0;RAFAEL DIAZ MARTINEZ;;120.0;120.0;;;;439.0;;24.0;;14.0;;;1124646.97;660952.45;1994-01-18
AR6158785A;6646;0401;EL MAHOMO PARC Nº 13;;101015.0;673010.0;PEDRO GARCIA;83.0;95.0;95.0;24.0;;12.0;440.0;42.0;12.0;;2.0;;;1124691.75;664026.55;1994-01-18
AR6258414A;6646;0601;SN LUIS;;101015.0;673129.0;MIGUEL RODRIGUEZ;;120.0;120.0;36.0;010888;6.0;438.6;40.0;;;;;;1124680.73;661621.94;1994-01-18
AR6258370A;6646;0601;LA QUINTA;;101017.0;673439.0;RAFAEL DIAZ;;100.0;100.0;28.0;290788;11.0;420.7;36.0;;;;;;1124716.35;655838.54;1994-01-18
AR6258372A;6646;0601;LA CUARTA;;101018.0;673516.0;CARMELO;;100.0;100.0;32.0;290788;8.0;416.4;40.0;;;;;;1124742.15;654712.23;1994-01-18
AR6258047A;6646;0601;BASE AEREA PALO NEGRO V-549;;101019.0;673411.0;BASE AEREA;;;;;;;;;;;;;;1124781.54;656690.51;1994-01-18
AR6258369A;6646;0601;LA QUINTA;;101019.0;673448.0;RAFAEL DIAZ;;110.0;110.0;30.0;290788;6.0;420.5;38.0;;;;;;1124776.59;655564.33;1994-01-18
AR6257012A;6746;1201;CAGUA HDA LA TOREÑA;;101020.0;672502.0;CENTRAL EL PALMAR;;;;2.09;  1071;18.0;459.32;32.3;;;;;;1124889.88;673400.93;1994-01-18
AR6258096A;6646;0401;STA CRUZ MAHOMO;;101020.0;673020.0;IAN;967.0;69.0;69.0;8.0;020467;23.0;;10.0;;;8.0;;;1124843.96;663721.46;1994-01-18
AR6258097A;6646;0401;STA CRUZ MAHOMO;;101020.0;673020.0;IAN;1067.0;93.0;93.0;3.15;271067;2.0;;9.3;;;;;;1124843.96;663721.46;1994-01-18
AR6258380A;6646;0601;LA PICA;;101020.0;673429.0;INOS;;100.0;100.0;28.0;300788;20.0;421.3;50.0;;;;;;1124809.85;656142.5;1994-01-18
AR6258368A;6646;0601;LA CUARTA;;101020.0;673442.0;PEDRO MANUEL;;100.0;100.0;36.0;290788;12.0;420.4;40.0;;;;;;1124808.11;655746.82;1994-01-18
AR6258374A;6646;0601;LA CUARTA;;101020.0;673534.0;MANUEL SANTOS;;100.0;100.0;25.0;290788;2.0;411.0;48.0;;;;;;1124801.21;654164.1;1994-01-18
AR6257013A;6746;1201;CAGUA HDA LA TOREÑA;;101021.0;672550.0;CENTRAL EL PALMAR;;;;6.5;091070;51.0;457.08;30.0;;;;;;1124913.5;671939.71;1994-01-18
AR6258373A;6646;0601;LA CUARTA;;101022.0;673521.0;CARMELO;;100.0;100.0;26.0;290788;13.0;416.0;40.0;;;;;;1124864.37;654559.51;1994-01-18
AR6258367A;6646;0601;LA CUARTA;;101024.0;673449.0;PEDRO MANUEL;;100.0;100.0;30.0;290788;13.0;420.1;36.0;;;;;;1124930.07;655533.22;1994-01-18
AR6258303A;6646;0601;LA CUARTA;;101025.0;673460.0;ANGEL BUYO;;103.0;103.0;20.0;150688;8.0;418.5;28.0;;;;;;1124959.32;655198.28;1994-01-18
AR6258304A;6646;0601;LA CUARTA;;101025.0;673502.0;ANGEL BUYO;;30.0;30.0;20.0;150688;2.0;418.2;24.0;;;;;;1124959.06;655137.41;1994-01-18
AR6158786A;6646;0401;EL MAHOMO PARC Nº 1;;101028.0;673009.0;J. DE CONCEPCION;75.0;90.0;90.0;30.0;    75;15.0;440.0;38.0;12.0;;6.0;;;1125091.29;664055.14;1994-01-18
AR6258366A;6646;0601;LA CUARTA;;101028.0;673951.0;PEDRO MANUEL;;100.0;100.0;36.0;290788;13.0;420.1;42.0;;;;;;1125013.9;646340.91;1994-01-18
AR6258007A;6646;0601;PALO NEGRO V-692;;101030.0;673212.0;BASE AEREA;;103.0;103.0;;140374;23.0;440.0;;;;6.0;;;1125135.64;660311.04;1994-01-18
AR6158748A;6646;0601;PALO NEGRO HDA MAMON MACHO;;101031.0;673127.0;RAFAEL DIAZ MARTINEZ;;120.0;120.0;;;;439.0;;26.0;;16.0;;;1125172.57;661680.58;1994-01-18
AR6258306A;6646;0601;LA CUARTA;;101031.0;673958.0;ANTONIO BRITO;;120.0;120.0;20.0;150688;35.0;419.5;30.0;;;;;;1125105.19;646127.48;1994-01-18
AR6257002A;6746;0501;ASENT CAMP LA TRINIDAD;;101032.0;672332.0;ASENT LA TRINIDAD;;;;7.65;071070;;541.59;;;;;;;1125272.04;676138.65;1994-01-18
AR6258307A;6646;0601;LA CUARTA;;101032.0;673445.0;ANTONIO BRITO;;120.0;120.0;24.0;150688;40.0;420.5;32.0;;;;;;1125176.37;655653.89;1994-01-18
AR6258365A;6646;0601;LA CUARTA;;101032.0;673547.0;CESARIO;;100.0;100.0;30.0;290788;30.0;408.2;40.0;;;;;;1125168.15;653766.82;1994-01-18
AR6258412A;6646;0601;SN LUIS;;101034.0;673138.0;MIGUEL RODRIGUEZ;;120.0;120.0;38.0;010888;6.0;412.0;46.0;;;;;;1125263.21;661345.35;1994-01-18
AR6258048A;6646;0601;BASE AEREA PALO NEGRO V-475;;101034.0;673344.0;BASE AEREA;;;;13.46;  0470;;;;;;;;;1125246.0;657510.27;1994-01-18
AR6258305A;6646;0601;LA CUARTA;;101034.0;673458.0;ANTONIO BRITO;;120.0;120.0;22.0;150688;30.0;418.9;30.0;;;;;;1125236.08;655257.95;1994-01-18
AR6258379A;6646;0601;LA CUARTA;;101035.0;673932.0;MANUEL ALMENA;;75.0;75.0;20.0;290788;8.0;420.9;40.0;;;;;;1125231.33;646918.3;1994-01-18
AR6258302A;6646;0601;LA CUARTA;;101036.0;673451.0;MANUEL SANCHEZ;;95.0;95.0;28.0;150688;18.0;420.2;36.0;;;;;;1125298.46;655470.74;1994-01-18
AR6258413A;6646;0601;SN LUIS;;101037.0;673131.0;MIGUEL RODRIGUEZ;;120.0;120.0;36.0;010888;8.0;438.1;40.0;;;;;;1125356.35;661557.99;1994-01-18
AR6258049A;6646;0601;BASE AEREA PALO NEGRO V-469;;101038.0;673258.0;BASE AEREA;;;;10.25;  1270;;;;;;;;;1125375.13;658909.82;1994-01-18
AR6258362A;6646;0601;LA CUARTA;;101039.0;673545.0;PABLO TEODORO;;60.0;60.0;12.0;290788;4.0;408.5;16.0;;;;;;1125383.47;653826.76;1994-01-18
AR6258051A;6646;0401;STA CRUZ GUACARITO V-525;;101040.0;673123.0;FRANCISCO MANEIRO;;;;12.5;    70;6.0;422.84;;;;;;;1125449.63;661801.07;1994-01-18
AR6258364A;6646;0601;LA CUARTA;;101040.0;673550.0;JESUS;;100.0;100.0;36.0;290788;12.0;407.2;40.0;;;;;;1125413.53;653674.45;1994-01-18
AR6258363A;6646;0601;LA CUARTA;;101040.0;673550.0;PABLO TEODORO;;80.0;80.0;12.0;290788;10.0;407.7;16.0;;;;;;1125413.53;653674.45;1994-01-18
AR6258416A;6646;0601;SN LUIS;;101041.0;673151.0;MIGUEL RODRIGUEZ;;120.0;120.0;30.0;010888;12.0;434.6;38.0;;;;;;1125476.48;660948.69;1994-01-18
AR6258375A;6646;0601;LA CUARTA;;101042.0;673412.0;RAFAEL DIAZ;;100.0;100.0;32.0;290788;6.0;423.3;40.0;;;;;;1125488.01;656656.95;1994-01-18
AR6258296A;6646;0601;LA CUARTA;;101042.0;673455.0;JOSE CONCEPCION;;110.0;110.0;20.0;140688;8.0;419.6;28.0;;;;;;1125482.26;655348.18;1994-01-18
AR6258297A;6646;0601;LA CUARTA;;101042.0;673459.0;JOSE CONCEPCION;;130.0;130.0;20.0;140688;8.0;419.6;28.0;;;;;;1125481.72;655226.44;1994-01-18
AR6258050A;6646;0601;BASE AEREA PALO NEGRO V-467;;101044.0;673240.0;BASE AEREA;;;;9.68;  1270;;;;;;;;;1125561.91;659456.86;1994-01-18
AR6257001N;6746;1201;CAGUA;;101045.0;672725.0;PIEZOMETRO INOS;1158.0;46.0;32.0;1.52;071158;15.0;456.36;9.14;8.0;;2.0;;;1125636.99;669044.51;1994-01-18
AR6258415A;6646;0601;SN LUIS;;101045.0;673149.0;MIGUEL RODRIGUEZ;;128.0;128.0;36.0;010888;18.0;434.8;40.0;;;;;;1125599.64;661009.01;1994-01-18
AR6258308A;6646;0601;LA CUARTA;;101045.0;673507.0;CANDIDO HERNANDEZ;;110.0;110.0;23.0;150688;6.0;420.3;36.0;;;;;;1125572.83;654982.54;1994-01-18
AR6258309A;6646;0601;LA CUARTA;;101046.0;673504.0;CANDIDO HERNANDEZ;;110.0;110.0;28.0;150688;12.0;414.3;32.0;;;;;;1125603.95;655073.72;1994-01-18
AR6258038A;6646;0601;BARRIO PEÑUELA V-824;;101048.0;673015.0;SAS EJECUTIVO;270.0;74.0;;10.0;140374;;408.0;14.0;;;;;;1125704.9;663869.68;1994-01-18
AR6258126A;6646;0401;FDO EL RODEO DE LAS FLORES;;101048.0;673116.0;SINENSIO FERNANDEZ;;;;;  0374;15.0;;;;;;;;1125696.38;662013.01;1994-01-18
AR6257048A;6746;1201;AGUIRRE  Nº 315 O V-316;;101049.0;672838.0;MAC;;82.0;82.0;4.0;  0471;60.0;;12.0;;;;;;1125749.37;666821.97;1994-01-18
AR6258295A;6646;0601;CAMBURITO PARC 342;;101050.0;673450.0;FRANCISCO VULPE;;60.0;60.0;38.0;140688;8.0;418.7;45.0;;;;;;1125728.7;655499.29;1994-01-18
AR6258311A;6646;0601;LA CUARTA CAMBURAL;;101050.0;673525.0;JUAN PEREZ;;120.0;120.0;30.0;150688;25.0;409.8;38.0;;;;;;1125724.05;654434.02;1994-01-18
AR6258310A;6646;0601;LA CUARTA;;101050.0;673527.0;JUAN PEREZ;;80.0;80.0;30.0;150688;20.0;409.2;36.0;;;;;;1125723.78;654373.15;1994-01-18
